"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120611","1984-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","17.8","E","17.8",",E","9",",E","5",",E","0",",E","0",",E","0",",E","0",",E","10",",E","0",",E","19840417",",,E","19840403",",,E","19840422",",,E","1.4",",E,17,","12.7",",,E,03,","31.2",",E,22,","1503.7","E","156.8",",E","44.9",",,,E","13.70",",E","19.73",",,,E","7.67",",,,E"
"SPE00120611","1984-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","17.8","E","0.0",",E","24",",E","16",",E","2",",E","0",",E","0",",E","0",",E","2",",E","0",",E","19840513",",,E","19840519",",,E","19840504",",,E","3.4",",E,13,","27.5",",,E,19,","22.6",",E,04,","1695.8","E","192.1",",E","165.0",",,,E","12.14",",E","15.94",",,,E","8.33",",,,E"
"SPE00120611","1984-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","38.4","E","20.6",",E","12",",E","6",",E","0",",E","0",",E","0",",E","0",",E","21",",E","0",",E","19840602","+,,E","19840618",",,E","19840614",",,E","8.4",",E,02,+","15.2",",,E,18,","30.2",",E,14,","1739.6","E","43.8",",E","51.0",",,,E","17.56",",E","22.67",",,,E","12.45",",,,E"
"SPE00120611","1984-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","102.5","E","64.1",",E","4",",E","1",",E","0",",E","0",",E","0",",E","0",",E","30",",E","5",",E","19840705",",,E","19840730",",,E","19840723",",,E","10.4",",E,05,","3.0",",,E,30,","39.4",",E,23,","2.4","E","2.4",",E","5.9",",,,E","20.32",",E","26.86",",,,E","13.79",",,,E"
"SPE00120611","1984-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","147.2","E","44.7",",E","13",",E","8",",E","1",",E","0",",E","0",",E","0",",E","29",",E","3",",E","19840807","+,,E","19840827",",,E","19840819",",,E","11.6",",E,07,+","67.3",",,E,27,","34.4",",E,19,","6.5","E","4.1",",E","119.4",",,,E","19.64",",E","24.98",",,,E","14.30",",,,E"
"SPE00120611","1984-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","170.0","E","22.8",",E","17",",E","13",",E","2",",E","0",",E","0",",E","0",",E","18",",E","1",",E","19840907",",,E","19840923",",,E","19840901",",,E","7.4",",E,07,","39.4",",,E,23,","36.8",",E,01,","41.4","E","34.9",",E","146.8",",,,E","17.93",",E","23.11",",,,E","12.75",",,,E"
"SPE00120611","1984-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","172.0","E","2.0",",E","9",",E","8",",E","1",",E","0",",E","0",",E","0",",E","15",",E","0",",E","19841008",",,E","19841005",",,E","19841014",",,E","4.6",",E,08,","39.3",",,E,05,","27.0",",E,14,","131.3","E","89.9",",E","106.0",",,,E","15.50",",E","20.83",",,,E","10.17",",,,E"
"SPE00120611","1984-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","175.1","E","3.1",",E","19",",E","12",",E","1",",E","0",",E","0",",E","0",",E","3",",E","0",",E","19841127",",,E","19841112",",,E","19841101",",,E","4.6",",E,27,","54.6",",,E,12,","23.4",",E,01,","287.1","E","155.8",",E","178.8",",,,E","13.24",",E","16.92",",,,E","9.57",",,,E"
"SPE00120611","1984-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","175.1","E","0.0",",E","20",",E","11",",E","1",",E","0",",E","1",",E","0",",E","0",",E","0",",E","19841229",",,E","19841220",",,E","19841212",",,E","0.0",",E,29,","66.2",",,E,20,","17.6",",E,12,","554.5","E","267.4",",E","150.0",",,,E","9.71",",E","13.48",",,,E","5.94",",,,E"
"SPE00120611","1985-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","19",",E","11",",E","1",",E","0",",E","13",",E","1",",E","0",",E","0",",E","19850109",",,E","19850109",",,E","19850121",",,E","-6.6",",E,09,","32.4",",,E,09,","18.8",",E,21,","938.3","E","383.8",",E","151.5",",,,E","5.95",",E","9.82",",,,E","2.08",",,,E"
"SPE00120611","1985-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","10",",E","5",",E","0",",E","0",",E","4",",E","0",",E","3",",E","0",",E","19850220",",,E","19850217",",,E","19850227",",,E","-1.4",",E,20,","17.0",",,E,17,","22.6",",E,27,","1122.7","E","184.4",",E","46.2",",,,E","11.75",",E","17.15",",,,E","6.34",",,,E"
"SPE00120611","1985-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","20",",E","15",",E","1",",E","0",",E","0",",E","0",",E","1",",E","0",",E","19850308",",,E","19850317",",,E","19850331",",,E","1.4",",E,08,","27.7",",,E,17,","24.6",",E,31,","1397.7","E","275.0",",E","175.4",",,,E","9.46",",E","13.72",",,,E","5.21",",,,E"
"SPE00120611","1985-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","2.4","E","2.4",",E","15",",E","6",",E","0",",E","0",",E","0",",E","0",",E","6",",E","0",",E","19850429",",,E","19850421",",,E","19850403",",,E","2.8",",E,29,","11.4",",,E,21,","28.4",",E,03,","1561.4","E","163.7",",E","43.4",",,,E","12.96",",E","18.64",",,,E","7.27",",,,E"
"SPE00120611","1985-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","19.9","E","17.5",",E","20",",E","9",",E","2",",E","0",",E","0",",E","0",",E","7",",E","0",",E","19850512",",,E","19850512",",,E","19850525",",,E","4.6",",E,12,","47.3",",,E,12,","30.4",",E,25,","1709.3","E","147.9",",E","173.9",",,,E","14.13",",E","18.28",",,,E","9.98",",,,E"
"SPE00120611","1985-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","45.1","E","25.2",",E","10",",E","5",",E","0",",E","0",",E","0",",E","0",",E","25",",E","0",",E","19850609",",,E","19850607",",,E","19850603",",,E","7.7",",E,09,","17.5",",,E,07,","29.6",",E,03,","1734.8","E","25.5",",E","50.2",",,,E","18.32",",E","24.06",",,,E","12.58",",,,E"
"SPE00120611","1985-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","140.8","E","95.7",",E","10",",E","4",",E","1",",E","0",",E","0",",E","0",",E","31",",E","4",",E","19850717",",,E","19850702",",,E","19850724",",,E","11.8",",E,17,","28.2",",,E,02,","39.3",",E,24,","0.0","E","0.0",",E","56.5",",,,E","21.42",",E","27.18",",,,E","15.66",",,,E"
"SPE00120611","1985-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","209.2","E","68.4",",E","6",",E","3",",E","0",",E","0",",E","0",",E","0",",E","29",",E","2",",E","19850827",",,E","19850805",",,E","19850808",",,E","9.6",",E,27,","16.1",",,E,05,","35.0",",E,08,","4.9","E","4.9",",E","34.0",",,,E","20.38",",E","26.83",",,,E","13.93",",,,E"
"SPE00120611","1985-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","304.3","E","95.1",",E","1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","7",",E","19850917",",,E","19850903",",,E","19850919",",,E","9.0",",E,17,","0.3",",,E,03,","35.8",",E,19,","8.1","E","3.2",",E","0.4",",,,E","21.40",",E","28.90",",,,E","13.90",",,,E"
"SPE00120611","1985-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","330.9","E","26.6",",E","7",",E","4",",E","1",",E","0",",E","0",",E","0",",E","23",",E","3",",E","19851031",",,E","19851024",",,E","19851002",",,E","7.0",",E,31,","30.0",",,E,24,","33.4",",E,02,","58.0","E","49.9",",E","49.8",",,,E","17.58",",E","24.18",",,,E","10.98",",,,E"
"SPE00120611","1985-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","339.6","E","8.7",",E","16",",E","12",",E","3",",E","0",",E","4",",E","0",",E","5",",E","0",",E","19851128","+,,E","19851106",",,E","19851108",",,E","-0.8",",E,28,+","48.8",",,E,06,","27.3",",E,08,","282.8","E","224.8",",E","196.6",",,,E","11.13",",E","15.68",",,,E","6.57",",,,E"
"SPE00120611","1985-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","343.7","E","4.1",",E","13",",E","8",",E","0",",E","0",",E","2",",E","0",",E","2",",E","0",",E","19851230",",,E","19851208",",,E","19851201",",,E","-3.0",",E,30,","14.9",",,E,08,","23.4",",E,01,","519.8","E","237.0",",E","67.7",",,,E","10.82",",E","15.62",",,,E","6.03",",,,E"
"SPE00120611","1986-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","26",",E","24",",E","2",",E","0",",E","0",",E","0",",E","0",",E","0",",E","19860114",",,E","19860115",",,E","19860118",",,E","2.3",",E,14,","53.7",",,E,15,","18.6",",E,18,","793.5","E","273.7",",E","312.1",",,,E","9.50",",E","13.41",",,,E","5.60",",,,E"
"SPE00120611","1986-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","18",",E","13",",E","0",",E","0",",E","4",",E","0",",E","1",",E","0",",E","19860211",",,E","19860202",",,E","19860216",",,E","-4.2",",E,11,","18.3",",,E,02,","22.6",",E,16,","1050.3","E","256.8",",E","112.2",",,,E","9.16",",E","13.24",",,,E","5.08",",,,E"
"SPE00120611","1986-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","16",",E","10",",E","0",",E","0",",E","1",",E","0",",E","5",",E","0",",E","19860309",",,E","19860310",",,E","19860324",",,E","-0.6",",E,09,","14.6",",,E,10,","24.0",",E,24,","1281.5","E","231.2",",E","93.9",",,,E","10.88",",E","16.38",",,,E","5.37",",,,E"
"SPE00120611","1986-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","24",",E","20",",E","0",",E","0",",E","0",",E","0",",E","1",",E","0",",E","19860412","+,,E","19860425",",,E","19860420",",,E","2.0",",E,12,+","25.2",",,E,25,","21.5",",E,20,","1532.9","E","251.4",",E","171.2",",,,E","9.95",",E","14.32",",,,E","5.58",",,,E"
"SPE00120611","1986-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","8.9","E","8.9",",E","12",",E","5",",E","0",",E","0",",E","0",",E","0",",E","13",",E","1",",E","19860501",",,E","19860502",",,E","19860517",",,E","3.3",",E,01,","9.2",",,E,02,","33.0",",E,17,","1624.3","E","91.4",",E","34.5",",,,E","15.67",",E","21.77",",,,E","9.58",",,,E"
"SPE00120611","1986-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","41.3","E","32.4",",E","9",",E","5",",E","1",",E","0",",E","0",",E","0",",E","18",",E","1",",E","19860608",",,E","19860620",",,E","19860626",",,E","7.0",",E,08,","35.9",",,E,20,","38.2",",E,26,","1663.5","E","39.2",",E","72.0",",,,E","18.10",",E","23.41",",,,E","12.80",",,,E"
"SPE00120611","1986-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","98.7","E","57.4",",E","6",",E","2",",E","0",",E","0",",E","0",",E","0",",E","28",",E","2",",E","19860701",",,E","19860712",",,E","19860728",",,E","10.4",",E,01,","5.6",",,E,12,","34.3",",E,28,","1.0","E","1.0",",E","13.6",",,,E","20.15",",E","25.83",",,,E","14.48",",,,E"
"SPE00120611","1986-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","170.7","E","72.0",",E","12",",E","4",",E","0",",E","0",",E","0",",E","0",",E","31",",E","2",",E","19860830",",,E","19860810",",,E","19860816",",,E","8.0",",E,30,","16.7",",,E,10,","40.3",",E,16,","9.0","E","8.0",",E","46.1",",,,E","20.40",",E","26.86",",,,E","13.94",",,,E"
"SPE00120611","1986-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","223.0","E","52.3",",E","11",",E","7",",E","0",",E","0",",E","0",",E","0",",E","24",",E","2",",E","19860902",",,E","19860915",",,E","19860913",",,E","9.6",",E,02,","25.3",",,E,15,","33.2",",E,13,","30.1","E","21.1",",E","85.5",",,,E","19.37",",E","24.54",",,,E","14.21",",,,E"
"SPE00120611","1986-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","242.7","E","19.7",",E","9",",E","5",",E","0",",E","0",",E","0",",E","0",",E","20",",E","0",",E","19861031",",,E","19861016",",,E","19861007",",,E","5.3",",E,31,","16.4",",,E,16,","31.0",",E,07,","89.7","E","59.6",",E","45.0",",,,E","17.05",",E","22.37",",,,E","11.72",",,,E"
"SPE00120611","1986-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","242.7","E","0.0",",E","14",",E","11",",E","0",",E","0",",E","0",",E","0",",E","5",",E","0",",E","19861128",",,E","19861123",",,E","19861101",",,E","0.2",",E,28,","22.8",",,E,23,","22.2",",E,01,","282.6","E","192.9",",E","99.1",",,,E","11.90",",E","17.34",",,,E","6.47",",,,E"
"SPE00120611","1986-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","242.7","E","0.0",",E","16",",E","15",",E","0",",E","0",",E","1",",E","0",",E","1",",E","0",",E","19861230",",,E","19861220",",,E","19861207",",,E","0.0",",E,30,","17.0",",,E,20,","21.2",",E,07,","529.6","E","247.0",",E","140.9",",,,E","10.36",",E","14.49",",,,E","6.24",",,,E"
"SPE00120611","1987-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","16",",E","10",",E","0",",E","0",",E","9",",E","0",",E","0",",E","0",",E","19870108",",,E","19870110",",,E","19870127",",,E","-2.5",",E,08,","25.1",",,E,10,","20.6",",E,27,","862.9","E","333.3",",E","106.3",",,,E","7.58",",E","11.91",",,,E","3.25",",,,E"
"SPE00120611","1987-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","22",",E","14",",E","0",",E","0",",E","0",",E","0",",E","1",",E","0",",E","19870220",",,E","19870225",",,E","19870227",",,E","0.5",",E,20,","16.1",",,E,25,","21.7",",E,27,","1116.2","E","253.3",",E","131.7",",,,E","9.29",",E","13.20",",,,E","5.37",",,,E"
"SPE00120611","1987-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","10",",E","7",",E","0",",E","0",",E","2",",E","0",",E","3",",E","0",",E","19870316",",,E","19870328",",,E","19870306",",,E","-1.8",",E,16,","19.9",",,E,28,","25.6",",E,06,","1344.9","E","228.7",",E","73.5",",,,E","10.95",",E","16.34",",,,E","5.57",",,,E"
"SPE00120611","1987-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","7.2","E","7.2",",E","11",",E","6",",E","0",",E","0",",E","0",",E","0",",E","15",",E","0",",E","19870401",",,E","19870412",",,E","19870423",",,E","2.3",",E,01,","15.1",",,E,12,","30.1",",E,23,","1460.2","E","115.3",",E","57.9",",,,E","14.73",",E","20.57",",,,E","8.89",",,,E"
"SPE00120611","1987-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","9.9","E","2.7",",E","8",",E","3",",E","0",",E","0",",E","0",",E","0",",E","6",",E","0",",E","19870518",",,E","19870512",",,E","19870501",",,E","3.8",",E,18,","9.6",",,E,12,","29.8",",E,01,","1585.5","E","125.3",",E","26.6",",,,E","14.38",",E","19.78",",,,E","8.97",",,,E"
"SPE00120611","1987-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","35.2","E","25.3",",E","10",",E","7",",E","1",",E","0",",E","0",",E","0",",E","21",",E","1",",E","19870617",",,E","19870619",",,E","19870628",",,E","7.0",",E,17,","52.4",",,E,19,","35.6",",E,28,","1631.3","E","45.8",",E","107.9",",,,E","17.65",",E","23.08",",,,E","12.22",",,,E"
"SPE00120611","1987-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","95.3","E","60.1",",E","13",",E","6",",E","0",",E","0",",E","0",",E","0",",E","29",",E","0",",E","19870727",",,E","19870716",",,E","19870710",",,E","9.9",",E,27,","13.6",",,E,16,","29.9",",E,10,","8.7","E","8.7",",E","41.8",",,,E","19.99",",E","24.45",",,,E","15.53",",,,E"
"SPE00120611","1987-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","193.3","E","98.0",",E","8",",E","3",",E","0",",E","0",",E","0",",E","0",",E","31",",E","2",",E","19870826",",,E","19870824",",,E","19870831","+,,E","11.2",",E,26,","14.2",",,E,24,","33.2",",E,31,+","9.9","E","1.2",",E","30.5",",,,E","21.46",",E","27.24",",,,E","15.68",",,,E"
"SPE00120611","1987-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","315.6","E","122.3",",E","6",",E","3",",E","1",",E","0",",E","0",",E","0",",E","30",",E","7",",E","19870929",",,E","19870926",",,E","19870916",",,E","7.6",",E,29,","37.8",",,E,26,","40.6",",E,16,","19.3","E","9.4",",E","49.5",",,,E","22.10",",E","28.80",",,,E","15.40",",,,E"
"SPE00120611","1987-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","329.0","E","13.4",",E","14",",E","9",",E","2",",E","0",",E","0",",E","0",",E","21",",E","0",",E","19871022",",,E","19871027",",,E","19871004",",,E","5.6",",E,22,","34.9",",,E,27,","28.1",",E,04,","87.4","E","68.1",",E","118.7",",,,E","16.57",",E","21.78",",,,E","11.35",",,,E"
"SPE00120611","1987-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","329.2","E","0.2",",E","17",",E","13",",E","2",",E","0",",E","0",",E","0",",E","5",",E","0",",E","19871124",",,E","19871124",",,E","19871101",",,E","2.9",",E,24,","30.6",",,E,24,","25.1",",E,01,","272.9","E","185.5",",E","205.6",",,,E","12.16",",E","16.57",",,,E","7.75",",,,E"
"SPE00120611","1987-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","333.3","E","4.1",",E","8",",E","2",",E","0",",E","0",",E","0",",E","0",",E","3",",E","0",",E","19871201",",,E","19871231",",,E","19871217",",,E","1.6",",E,01,","15.1",",,E,31,","23.7",",E,17,","462.8","E","189.9",",E","31.8",",,,E","12.34",",E","16.71",",,,E","7.97",",,,E"
"SPE00120611","1988-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","21",",E","14",",E","1",",E","0",",E","0",",E","0",",E","1",",E","0",",E","19880112",",,E","19880129",",,E","19880127",",,E","2.5",",E,12,","26.7",",,E,29,","21.8",",E,27,","670.8","E","208.0",",E","151.9",",,,E","11.62",",E","15.79",",,,E","7.45",",,,E"
"SPE00120611","1988-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","17",",E","13",",E","0",",E","0",",E","1",",E","0",",E","1",",E","0",",E","19880220",",,E","19880207",",,E","19880213",",,E","-0.6",",E,20,","20.7",",,E,07,","21.6",",E,13,","919.5","E","248.7",",E","133.1",",,,E","9.76",",E","14.48",",,,E","5.04",",,,E"
"SPE00120611","1988-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","14",",E","12",",E","0",",E","0",",E","2",",E","0",",E","4",",E","0",",E","19880303",",,E","19880304",",,E","19880319",",,E","-2.0",",E,03,","18.8",",,E,04,","26.3",",E,19,","1153.1","E","233.6",",E","115.6",",,,E","10.80",",E","16.28",",,,E","5.32",",,,E"
"SPE00120611","1988-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","3.9","E","3.9",",E","25",",E","11",",E","1",",E","0",",E","0",",E","0",",E","6",",E","0",",E","19880402",",,E","19880405",",,E","19880421",",,E","4.6",",E,02,","48.9",",,E,05,","28.6",",E,21,","1291.8","E","138.7",",E","171.7",",,,E","13.84",",E","18.71",",,,E","8.97",",,,E"
"SPE00120611","1988-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","11.4","E","7.5",",E","17",",E","10",",E","0",",E","0",",E","0",",E","0",",E","18",",E","0",",E","19880521",",,E","19880524",",,E","19880507",",,E","7.7",",E,21,","16.4",",,E,24,","28.0",",E,07,","1365.0","E","73.2",",E","69.8",",,,E","16.21",",E","21.38",",,,E","11.05",",,,E"
"SPE00120611","1988-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","39.5","E","28.1",",E","18",",E","11",",E","1",",E","0",",E","0",",E","0",",E","20",",E","0",",E","19880607",",,E","19880613",",,E","19880623",",,E","8.3",",E,07,","35.6",",,E,13,","29.3",",E,23,","1388.5","E","23.5",",E","80.6",",,,E","18.49",",E","23.24",",,,E","13.73",",,,E"
"SPE00120611","1988-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","91.4","E","51.9",",E","12",",E","6",",E","1",",E","0",",E","0",",E","0",",E","29",",E","1",",E","19880716",",,E","19880704",",,E","19880722",",,E","10.7",",E,16,","48.7",",,E,04,","32.3",",E,22,","8.3","E","8.3",",E","99.5",",,,E","19.74",",E","25.69",",,,E","13.79",",,,E"
"SPE00120611","1988-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","164.2","E","72.8",",E","11",",E","7",",E","1",",E","0",",E","0",",E","0",",E","30",",E","2",",E","19880830",",,E","19880802",",,E","19880827",",,E","8.2",",E,30,","30.2",",,E,02,","38.3",",E,27,","12.7","E","4.4",",E","67.0",",,,E","20.54",",E","25.72",",,,E","15.36",",,,E"
"SPE00120611","1988-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","209.8","E","45.6",",E","8",",E","6",",E","0",",E","0",",E","0",",E","0",",E","20",",E","3",",E","19880930",",,E","19880929",",,E","19880907",",,E","9.4",",E,30,","23.8",",,E,29,","41.7",",E,07,","34.4","E","21.7",",E","74.0",",,,E","19.13",",E","24.53",",,,E","13.72",",,,E"
"SPE00120611","1988-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","233.7","E","23.9",",E","9",",E","1",",E","0",",E","0",",E","0",",E","0",",E","25",",E","0",",E","19881001",",,E","19881009",",,E","19881009",",,E","6.2",",E,01,","2.6",",,E,09,","30.0",",E,09,","75.7","E","41.3",",E","12.6",",,,E","17.77",",E","23.99",",,,E","11.55",",,,E"
"SPE00120611","1988-11","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","241.7","E","8.0",",E","4",",E","2",",E","0",",E","0",",E","7",",E","0",",E","12",",E","0",",E","19881123",",,E","19881130",",,E","19881109",",,E","-6.2",",E,23,","3.8",",,E,30,","26.1",",E,09,","242.3","E","166.6",",E","10.1",",,,E","13.05",",E","19.06",",,,E","7.03",",,,E"
"SPE00120611","1988-12","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","241.7","E","0.0",",E","8",",E","6",",E","1",",E","0",",E","3",",E","0",",E","0",",E","0",",E","19881231",",,E","19881201",",,E","19881204",",,E","-2.5",",E,31,","26.9",",,E,01,","17.1",",E,04,","541.9","E","299.6",",E","82.1",",,,E","8.67",",E","12.75",",,,E","4.59",",,,E"
"SPE00120611","1989-01","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","7",",E","3",",E","1",",E","0",",E","7",",E","0",",E","0",",E","0",",E","19890103",",,E","19890106",",,E","19890112",",,E","-2.6",",E,03,","30.4",",,E,06,","19.2",",E,12,","867.1","E","325.2",",E","45.2",",,,E","7.84",",E","13.87",",,,E","1.82",",,,E"
"SPE00120611","1989-02","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.0","E","0.0",",E","10",",E","8",",E","1",",E","0",",E","1",",E","0",",E","4",",E","0",",E","19890216",",,E","19890225",",,E","19890218",",,E","-0.5",",E,16,","34.3",",,E,25,","24.4",",E,18,","1096.4","E","229.3",",E","113.7",",,,E","10.14",",E","16.51",",,,E","3.78",",,,E"
"SPE00120611","1989-03","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.7","E","0.7",",E","13",",E","7",",E","0",",E","0",",E","0",",E","0",",E","7",",E","0",",E","19890320",",,E","19890317",",,E","19890326",",,E","0.2",",E,20,","15.5",",,E,17,","29.1",",E,26,","1283.8","E","187.4",",E","54.0",",,,E","12.31",",E","18.40",",,,E","6.22",",,,E"
"SPE00120611","1989-04","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","0.7","E","0.0",",E","23",",E","15",",E","2",",E","0",",E","0",",E","0",",E","3",",E","0",",E","19890422",",,E","19890403",",,E","19890409",",,E","2.9",",E,22,","92.4",",,E,03,","22.4",",E,09,","1501.5","E","217.7",",E","259.9",",,,E","11.08",",E","16.25",",,,E","5.90",",,,E"
"SPE00120611","1989-05","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","23.4","E","22.7",",E","8",",E","3",",E","1",",E","0",",E","0",",E","0",",E","25",",E","0",",E","19890502",",,E","19890530",",,E","19890504",",,E","3.8",",E,02,","29.4",",,E,30,","31.7",",E,04,","1552.9","E","51.4",",E","42.1",",,,E","17.41",",E","23.78",",,,E","11.03",",,,E"
"SPE00120611","1989-06","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","72.9","E","49.5",",E","8",",E","4",",E","0",",E","0",",E","0",",E","0",",E","21",",E","0",",E","19890605",",,E","19890604",",,E","19890612",",,E","4.4",",E,05,","8.9",",,E,04,","31.4",",E,12,","1584.9","E","32.0",",E","27.3",",,,E","18.92",",E","24.64",",,,E","13.19",",,,E"
"SPE00120611","1989-07","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","178.3","E","105.4",",E","6",",E","3",",E","0",",E","0",",E","0",",E","0",",E","31",",E","5",",E","19890703",",,E","19890706",",,E","19890721",",,E","12.5",",E,03,","4.7",",,E,06,","37.6",",E,21,","0.0","E","0.0",",E","17.0",",,,E","21.73",",E","27.65",",,,E","15.82",",,,E"
"SPE00120611","1989-08","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","269.7","E","91.4",",E","7",",E","3",",E","0",",E","0",",E","0",",E","0",",E","31",",E","0",",E","19890829",",,E","19890804",",,E","19890809",",,E","10.2",",E,29,","17.9",",,E,04,","31.4",",E,09,","0.3","E","0.3",",E","32.9",",,,E","21.27",",E","27.04",",,,E","15.51",",,,E"
"SPE00120611","1989-09","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","303.2","E","33.5",",E","7",",E","3",",E","0",",E","0",",E","0",",E","0",",E","27",",E","1",",E","19890930",",,E","19890909",",,E","19890921",",,E","7.5",",E,30,","17.9",",,E,09,","34.0",",E,21,","29.5","E","29.2",",E","35.3",",,,E","18.48",",E","24.99",",,,E","11.96",",,,E"
"SPE00120611","1989-10","43.2981","-2.9056","42.0","BILBAO AEROPUERTO, SP","334.0","E","30.8",",E","5",",E","3",",E","0",",E","0",",E","0",",E","0",",E","21",",E","0",",E","19891016",",,E","19891008",",,E","19891004",",,E","4.6",",E,16,","12.7",",,E,08,","30.4",",E,04,","88.9","E","59.4",",E","24.0",",,,E","17.41",",E","23.31",",,,E","11.51",",,,E"
